"","station","depth","date","arrival.time.local","latitude.degrees","latitude.min.sec","longitude.degrees","longitude.min.sec","weather","secchi.depth.meters","secchi.on.bottom","station.depth.meters","sample.depth.meters","temperature.celcius","do.mgl","do.percent.saturation","salinity.ppt","pH.nbs","ph.mv","nitrate.plus.nitrite.uml","nitrite.uml","orthophosphate.uml","ammonia.uml","final.chlorophyll.concentration.ugl","doc.mgl","delta.13c","delta.15n","tss.mgl","percent.organic","comments.field","comments.nutrients","comments.chlorophyll","comments.doc","comments.isotopes"
"1009",1,"surface",20180129,944,41,45.602,71,22.699,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.6,"n",5.8,1,2.92,12.87,107.7,17.56,NA,NA,16.81,0.33,0.39,8.61,10.66,17.14,-21.99,11.44,13.05,29.5,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1010",1,"mid",20180129,944,41,45.602,71,22.699,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.6,"n",5.8,2.8,2.68,12.96,114.3,26.22,NA,NA,8,0.27,0.43,5.79,40.02,19.84,-20.79,12.37,21.1,31.44,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1011",1,"bottom",20180129,944,41,45.602,71,22.699,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.6,"n",5.8,5.3,2.71,12.88,113.9,26.99,NA,NA,1,0.16,1.03,5.44,56.74,21.54,-20.63,14.01,8.43,34.86,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1012",2,"surface",20180129,846,41,41.935,71,19.565,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.5,"n",6.5,1,2.63,13.29,116.3,24.07,NA,NA,9.98,0.24,1.01,6.79,49.25,2.18,-20.41,13.1,5.61,42.31,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1013",2,"mid",20180129,846,41,41.935,71,19.565,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.5,"n",6.5,3.2,2.66,13.15,116.4,27.04,NA,NA,1.26,0.17,0.66,3.81,43.54,19.94,-19.88,12.61,6.51,41.47,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1014",2,"bottom",20180129,846,41,41.935,71,19.565,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.5,"n",6.5,6,2.93,12.19,109.6,28.47,NA,NA,0.78,0.18,0.6,2.92,39.81,1.49,-20.24,14.51,5.83,39.48,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1015",3,"surface",20180129,1020,41,39.501,71,23.199,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.4,"n",4.8,1,2.69,13.9,121.7,24.63,NA,NA,1.05,0.16,0.73,3.31,45.79,2,-19.65,13.45,6.61,41.78,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1016",3,"mid",20180129,1020,41,39.501,71,23.199,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.4,"n",4.8,2.4,2.67,13.99,123.8,26.97,NA,NA,0.8,0.18,0.87,3.58,49.21,1.96,-19.42,13.87,15.39,39.03,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1017",3,"bottom",20180129,1020,41,39.501,71,23.199,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.4,"n",4.8,4.5,2.72,13.85,123,27.28,NA,NA,1.17,0.17,1.32,5.45,48.05,1.81,-19.57,12.22,6.04,47.62,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1018",4,"surface",20180201,1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,0.2,0.82,5.13,43.32,1.57,-19.92,13.59,24.54,14.65,"alternate shore-based sample collected, quonset point sampled from beach","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected"
"1019",4,"mid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1020",4,"bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1021",5,"surface",20180201,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.24,0.93,3.68,28.56,NA,-20.39,14.59,NA,NA,"alternate shore-based sample collected, quonset point sampled from beach","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected"
"1022",5,"mid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1023",5,"bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1024",6,"surface",20180129,925,41,38.496,71,18.601,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.8,"n",10.5,1,2.72,13.58,119.9,26.2,NA,NA,1.12,0.22,0.75,3.6,31.31,NA,-19.91,12.76,5.46,49.88,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1025",6,"mid",20180129,925,41,38.496,71,18.601,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.8,"n",10.5,5.2,3,12.7,113.6,27.98,NA,NA,4.29,0.23,0.53,3.12,41.05,NA,-19.87,11.31,5.3,47.97,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1026",6,"bottom",20180129,925,41,38.496,71,18.601,"wind: NNE 10 knots, air temp: 2.22°C, sea state: NA, miscellaneous: overcast",1.8,"n",10.5,10,3.58,11,101.5,30.4,NA,NA,1.59,0.11,0.53,3.18,34,NA,-20.39,10.35,5.21,36.78,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1027",7,"surface",20180201,1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,11.55,104.9,28.83,7.59,-124.4,2.46,0.05,0.95,4.42,35.25,1.54,-21.32,12.97,8.05,28.46,"alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected"
"1028",7,"mid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1029",7,"bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1030",8,"surface",20180201,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,11.19,103,30.64,7.99,-142.9,0.99,0.08,0.46,3.51,20.47,1.19,-21.13,15.91,5.04,26.06,"alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected","alternate shore-based sample collected"
"1031",8,"mid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1032",8,"bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample due to ice cover",NA,NA,NA,NA
"1033",1,"surface",20180228,931,41,45.6,71,22.7,"wind: SW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: partly sunny",4.2,"n",6.1,1,5.16,10.81,98.1,21.73,NA,NA,19.96,0.3,0.42,6.84,2.48,9.8,-26.1,10.16,1.52,24.7,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1034",1,"mid",20180228,931,41,45.6,71,22.7,"wind: SW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: partly sunny",4.2,"n",6.1,3,4.71,10.36,96.4,26.76,NA,NA,9.85,0.22,0.63,5.86,3.36,12.66,-23.76,10.91,2,69.73,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1035",1,"bottom",20180228,931,41,45.6,71,22.7,"wind: SW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: partly sunny",4.2,"n",6.1,5.5,4.25,9.98,93,28.53,NA,NA,3.6,0.19,0.66,4.81,4.14,14.94,-23.48,13.67,2.59,47.03,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1036",2,"surface",20180228,903,41,41.934,71,19.575,"wind: SW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: partly sunny",4.6,"n",7,1,4.92,10.7,98.9,25.08,NA,NA,6.86,0.31,1.07,4.37,3.37,14.96,-24.41,10.91,2.45,67.54,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1037",2,"mid",20180228,903,41,41.934,71,19.575,"wind: SW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: partly sunny",4.6,"n",7,3.4,4.5,10.56,98,27.31,NA,NA,5.41,0,0.63,4.45,4.1,1.94,-24,10.75,1.55,90.93,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1038",2,"bottom",20180228,903,41,41.934,71,19.575,"wind: SW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: partly sunny",4.6,"n",7,6.5,4,10.06,93.6,29.34,NA,NA,2.56,0,1.53,5.99,2.23,1.49,-24.35,11.9,2.08,49.9,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1039",3,"surface",20180228,1008,41,39.5,71,23.201,"wind: SW 10-15 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: mostly sunny",3.8,"n",4.9,1,4.76,10.62,99.2,27.29,NA,NA,3.79,0,1.43,5.62,5.01,1.68,-23.46,11.21,2.35,57.93,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1040",3,"mid",20180228,1008,41,39.5,71,23.201,"wind: SW 10-15 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: mostly sunny",3.8,"n",4.9,2.5,4.69,10.61,99,27.34,NA,NA,4.96,0,1.39,5.65,4.24,1.73,-23.9,10.79,2.61,54.84,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1041",3,"bottom",20180228,1008,41,39.5,71,23.201,"wind: SW 10-15 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: mostly sunny",3.8,"n",4.9,4.45,4.64,10.55,98.5,27.65,NA,NA,3.29,0.01,1.01,4.23,5.71,1.71,-23.77,12.41,2.6,64.99,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1042",4,"surface",20180227,1100,41,35.897,71,22.893,"wind: NW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: sunny",4.5,"n",10.2,1,4.93,10.85,100.8,26.01,NA,NA,5.38,0.05,0.76,6.04,7.39,1.74,-23.77,11.58,1.57,71.9,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1043",4,"mid",20180227,1100,41,35.897,71,22.895,"wind: NW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: sunny",4.5,"n",10.2,5.1,4.46,10.26,96.2,28.36,NA,NA,3.3,0.06,0.79,5.74,5.14,1.54,-23.9,13.35,4.12,23.55,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1044",4,"bottom",20180227,1100,41,35.897,71,22.895,"wind: NW 10-15 knots, air temp: 7.78 °C, sea state: NA, miscellaneous: sunny",4.5,"n",10.2,8.7,3.95,9.94,92.6,29.54,NA,NA,1.7,0.14,1.61,7.63,2,1.36,-24.51,15.33,3.1,28.16,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1045",5,"surface",20180227,845,41,29.547,71,24.69,"wind: NW 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: sunny",6,"n",14.8,1,4.53,10.81,99.7,26.13,NA,NA,5.46,0.22,0.61,5.86,5.29,1.67,-23.95,11.77,1.89,59.98,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1046",5,"mid",20180227,845,41,29.547,71,24.69,"wind: NW 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: sunny",6,"n",14.8,7.4,3.93,10.58,98,29.61,NA,NA,1.9,0.2,0.78,5.28,3.15,1.44,-24.33,12.79,3.05,41.01,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1047",5,"bottom",20180227,845,41,29.547,71,24.69,"wind: NW 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: sunny",6,"n",14.8,14,3.8,10.56,98,29.71,NA,NA,1.6,0.2,0.74,5.29,2.82,1.48,-24.29,12.36,3.06,30.83,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1048",6,"surface",20180228,832,41,38.501,71,18.599,"wind: SW 10-15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: mostly sunny",5.4,"n",10.8,1,4.33,10.62,97.9,26.95,NA,NA,5.15,0.23,0.47,5.66,2.07,1.66,-25.12,12.98,6.21,37.81,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1049",6,"mid",20180228,832,41,38.491,71,18.599,"wind: SW 10-15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: mostly sunny",5.4,"n",10.8,5.1,3.86,10.39,96.1,29.01,NA,NA,4.66,0.2,1.36,6.95,2.51,1.46,-25.06,11.23,2.47,54.2,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1050",6,"bottom",20180228,832,41,38.491,71,18.599,"wind: SW 10-15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: mostly sunny",5.4,"n",10.8,10,3.66,10.09,93.5,29.92,NA,NA,2.34,0.2,1.27,6.42,1.76,1.45,-25.16,11.22,1.93,60.93,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1051",7,"surface",20180227,1025,41,33.996,71,18.66,"wind: NW 10 knots, air temp: 6.67 °C, sea state: NA, miscellaneous: sunny",5,"n",17.5,1,4.63,10.88,100.3,25.72,NA,NA,6.85,0.24,0.65,6.68,2.62,1.85,-25.32,10.91,1.64,45.27,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1052",7,"mid",20180227,1025,41,33.996,71,18.66,"wind: NW 10 knots, air temp: 6.67 °C, sea state: NA, miscellaneous: sunny",5,"n",17.5,8.6,3.49,10.43,96.3,30.07,NA,NA,1.5,0.2,1.47,6.8,1.78,1.62,-25.04,14.49,2.71,28.93,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1053",7,"bottom",20180227,1025,41,33.996,71,18.66,"wind: NW 10 knots, air temp: 6.67 °C, sea state: NA, miscellaneous: sunny",5,"n",17.5,17,3.21,10.41,95.8,30.81,NA,NA,1.11,0.2,1.49,6.47,1.48,1.13,-23.65,NA,2.7,24.52,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1054",8,"surface",20180227,935,41,29.691,71,21.228,"wind: NW 10 knots, air temp: 5.56 °C, sea state: NA, miscellaneous: sunny",5.5,"n",32.8,1,4.34,10.94,101,26.95,NA,NA,4.34,0.22,1.36,6.92,2.33,1.71,-24.57,12.48,1.68,56.12,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1055",8,"mid",20180227,935,41,29.691,71,21.228,"wind: NW 10 knots, air temp: 5.56 °C, sea state: NA, miscellaneous: sunny",5.5,"n",32.8,16,3.35,10.69,98.7,30.7,NA,NA,1.14,0.19,1.47,6.41,1.34,1.21,-25.28,14.44,1.57,37.73,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1056",8,"bottom",20180227,935,41,29.691,71,21.228,"wind: NW 10 knots, air temp: 5.56 °C, sea state: NA, miscellaneous: sunny",5.5,"n",32.8,32,3.25,10.67,98.5,31.01,NA,NA,0.98,0.19,1.65,6.34,1.42,1.13,-25.37,11.67,1.96,33.98,"pH.nbs and ph.mv data not available",NA,NA,NA,NA
"1057",1,"surface",20180329,1006,41,45.602,71,22.699,"wind: light, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",5,"n",6.6,1,6.61,11.51,108.1,20.79,8.19,-65.2,34.64,0.23,0.94,8.45,2.74,2.13,-26.16,8.51,1.41,84.52,NA,NA,NA,NA,NA
"1058",1,"mid",20180329,1006,41,45.602,71,22.699,"wind: light, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",5,"n",6.6,3.3,5.42,11.71,111.5,27.37,8.25,-67.5,6.82,0.19,1.38,6.06,5.21,1.64,-22.78,12.5,2.07,77.9,NA,NA,NA,NA,NA
"1059",1,"bottom",20180329,1006,41,45.602,71,22.699,"wind: light, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",5,"n",6.6,6.1,4.46,11.23,104.7,29.23,8.16,-62.7,1.47,0.19,1.26,5.63,7.3,1.47,-22.11,10.63,2.67,65.54,NA,NA,NA,NA,NA
"1060",2,"surface",20180329,933,41,41.945,71,19.556,"wind: light, air temp: 6.67 °C, sea state: NA, miscellaneous: mostly cloudy",5,"n",7.8,1,5.5,11.24,106.9,26.88,8.26,-67.9,2.74,0.18,1.23,5.83,4.93,1.72,-25.28,9.96,1.62,77.23,NA,NA,NA,NA,NA
"1061",2,"mid",20180329,933,41,41.945,71,19.556,"wind: light, air temp: 6.67 °C, sea state: NA, miscellaneous: mostly cloudy",5,"n",7.8,3.9,4.99,11.58,109.4,28.14,8.24,-66.9,1.93,0.17,1.05,5.52,5.62,1.5,-23.46,9.78,2.73,59.46,NA,NA,NA,NA,NA
"1062",2,"bottom",20180329,933,41,41.945,71,19.556,"wind: light, air temp: 6.67 °C, sea state: NA, miscellaneous: mostly cloudy",5,"n",7.8,7.5,4.44,11.12,104.4,29.48,8.17,-63.3,0.85,0.18,1.17,5.63,4.88,1.51,-23.34,9.51,1.51,93.95,NA,NA,NA,NA,NA
"1063",3,"surface",20180329,1044,41,39.501,71,23.193,"wind: light, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"n",4.8,1,5.91,11.86,114.3,27.05,8.34,-72.2,0.96,0.16,1.04,5.64,8.75,1.51,-22.91,9.9,2.3,65.65,NA,NA,NA,NA,NA
"1064",3,"mid",20180329,1044,41,39.501,71,23.193,"wind: light, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"n",4.8,2.4,5.19,11.83,111.9,28.01,8.25,-67.8,0.74,0.15,1.1,5.72,7.07,1.61,-23.2,10.41,2.83,56.1,NA,NA,NA,NA,NA
"1065",3,"bottom",20180329,1044,41,39.501,71,23.193,"wind: light, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"n",4.8,4.4,4.91,11.66,110.1,28.23,8.23,-66.7,0.88,0.18,0.48,4.32,7.28,1.71,-23.49,10.25,4.17,57.86,NA,NA,NA,NA,NA
"1066",4,"surface",20180328,1046,41,35.9,71,22.895,"wind: SW 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: overcast",3.5,"n",10.7,1,4.59,11.74,109.7,27.67,8.25,-67.4,0.89,0.2,0.47,4.13,6.15,1.61,-24.89,10.94,1.19,89.33,NA,NA,NA,NA,NA
"1067",4,"mid",20180328,1046,41,35.9,71,22.895,"wind: SW 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: overcast",3.5,"n",10.7,5.4,4.21,11.3,105,28.68,8.18,-64.2,0.7,0.17,0.54,4.22,8.12,1.39,-23.99,10.05,2.44,59.13,NA,NA,NA,NA,NA
"1068",4,"bottom",20180328,1046,41,35.9,71,22.895,"wind: SW 10 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: overcast",3.5,"n",10.7,10.2,4.18,11.01,102.5,29.11,8.15,-62.5,0.63,0.14,0.41,3.63,8.13,1.27,-24.64,10.64,2.73,59.31,NA,NA,NA,NA,NA
"1069",5,"surface",20180328,857,41,29.545,71,24.7,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",4.25,"n",15,1,4.43,11.41,106.3,28.15,8.08,-59,0.66,0.15,0.5,4.08,5.99,1.38,-24.01,10.28,1.54,81.18,NA,NA,NA,NA,NA
"1070",5,"mid",20180328,857,41,29.545,71,24.7,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",4.25,"n",15,7.5,4.21,10.85,101.5,29.91,8.03,-56.5,1.63,0.2,0.45,4.03,4.34,1.63,-24.14,10.82,5.11,38.5,NA,NA,NA,NA,NA
"1071",5,"bottom",20180328,857,41,29.545,71,24.7,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",4.25,"n",15,14.5,4.15,10.59,99.4,30.24,8.02,-56.2,0.59,0.16,0.38,3.72,4.33,1.26,-23.88,10.44,3.32,42.96,NA,NA,NA,NA,NA
"1072",6,"surface",20180329,900,41,38.498,71,18.601,"wind: light, air temp: 6.11 °C, sea state: NA, miscellaneous: mostly cloudy",6.5,"n",10.9,1,4.67,11.15,104.5,29.12,8.12,-61,2.6,0.18,1,5.38,3.1,1.42,-25.15,10.01,1.52,66.26,NA,NA,NA,NA,NA
"1073",6,"mid",20180329,900,41,38.498,71,18.601,"wind: light, air temp: 6.11 °C, sea state: NA, miscellaneous: mostly cloudy",6.5,"n",10.9,5.5,4.27,10.68,100,29.73,8.09,-59.3,1.34,0.19,0.39,4.47,3.41,1.37,-25.1,8.68,1.68,67.51,NA,NA,NA,NA,NA
"1074",6,"bottom",20180329,900,41,38.498,71,18.601,"wind: light, air temp: 6.11 °C, sea state: NA, miscellaneous: mostly cloudy",6.5,"n",10.9,10.4,4.19,10.49,98.4,29.96,8.08,-59.1,0.98,0.34,1.12,5.74,2.81,1.53,-25.74,11.11,2.08,58.92,NA,NA,NA,NA,NA
"1075",7,"surface",20180328,1020,41,33.99,71,18.675,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",6.25,"n",17.9,1,4.36,10.73,100.7,29.15,8.14,-62,4.56,0.34,0.44,5.43,2.7,1.4,-24.95,9.83,0.97,100,NA,NA,NA,NA,NA
"1076",7,"mid",20180328,1020,41,33.99,71,18.675,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",6.25,"n",17.9,9,4.23,10.72,100.4,29.67,8.12,-60.8,1.22,0.26,0.41,4.34,2.84,1.29,-24.87,10.95,1.23,91.55,NA,NA,NA,NA,NA
"1077",7,"bottom",20180328,1020,41,33.99,71,18.675,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",6.25,"n",17.9,17.5,4.07,10.41,97.8,30.58,8.09,-59.6,1.25,0.25,0.52,4.05,2.61,1.23,-25.16,9.73,1.57,74.02,NA,NA,NA,NA,NA
"1078",8,"surface",20180328,942,41,29.689,71,21.232,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",5.5,"n",33,1,4.44,11.16,104.5,28.86,8.13,-61.6,0.93,0.27,0.47,4.05,3.83,1.41,-25.08,9.95,1.2,84.19,NA,NA,NA,NA,NA
"1079",8,"mid",20180328,942,41,29.689,71,21.232,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",5.5,"n",33,16.5,4.14,10.5,98.9,30.72,8.07,-58.6,0.68,0.27,0.62,3.64,1.76,0.94,-25.2,11.45,1.58,64.01,NA,NA,NA,NA,NA
"1080",8,"bottom",20180328,942,41,29.689,71,21.232,"wind: light, air temp: 5.56 °C, sea state: NA, miscellaneous: overcast",5.5,"n",33,32.5,4.15,10.44,98.5,30.88,8.07,-58.3,0.68,0.23,0.61,3.77,1.93,1.04,-25.16,9.73,2.05,63.02,NA,NA,NA,NA,NA
"1081",1,"surface",20180501,942,41,45.596,71,22.699,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",2.5,"n",6.6,1,10.91,9.77,97.5,16.44,8.01,-60.8,12.16,0.26,0.68,8.9,4.26,2.93,-27.35,7.84,2.05,52.52,NA,NA,NA,NA,NA
"1082",1,"mid",20180501,942,41,45.596,71,22.699,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",2.5,"n",6.6,3.3,9.11,9.44,97,26.45,8.08,-63.8,8.89,0.39,0.73,5.62,9.32,2.09,-23.42,10.32,2.12,58.81,NA,NA,NA,NA,NA
"1083",1,"bottom",20180501,942,41,45.596,71,22.699,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",2.5,"n",6.6,6,8.12,9.18,93.2,28.19,8.03,-61.2,1.02,0.38,1.18,6.41,7.68,1.41,-22.63,11.07,2.64,40.75,NA,NA,NA,NA,NA
"1084",2,"surface",20180501,912,41,41.937,71,19.535,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",3,"n",8.3,1,10.28,10.5,108.4,21.61,8.33,-76.5,4.87,0.4,1.07,5.88,13.6,2.01,-23.72,10.28,2.9,40.84,NA,NA,NA,NA,NA
"1085",2,"mid",20180501,912,41,41.937,71,19.535,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",3,"n",8.3,4.2,9.15,9.85,101.6,27.13,8.13,-66.1,1.76,0.37,1.15,5.99,12.06,1.82,-21.64,12.41,9.26,39.85,NA,NA,NA,NA,NA
"1086",2,"bottom",20180501,912,41,41.937,71,19.535,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",3,"n",8.3,7.8,7.85,9.25,93.9,28.9,8.03,-60.8,0.7,0.41,1.28,6.19,3.57,1.32,-23.08,11.88,1.92,22.19,NA,NA,NA,NA,NA
"1087",3,"surface",20180501,1015,41,39.502,71,23.209,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",4.5,"n",5.9,1,10.75,9.82,104.6,25.97,8.16,-68.3,0.66,0.37,1.27,5.51,6.23,1.59,-23.73,9.83,1.8,52.03,NA,NA,NA,NA,NA
"1088",3,"mid",20180501,1015,41,39.502,71,23.209,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",4.5,"n",5.9,3,9.67,9.77,101.8,26.89,8.12,-66.1,0.63,0.19,1.1,5.46,5.62,1.52,-24.15,10.75,1.77,56.53,NA,NA,NA,NA,NA
"1089",3,"bottom",20180501,1015,41,39.502,71,23.209,"wind: NW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",4.5,"n",5.9,5.4,9.23,9.4,97.8,27.81,8.07,-63.1,0.66,0.38,1.27,5.36,5.45,1.37,-23.75,9.14,2.16,50.3,NA,NA,NA,NA,NA
"1090",4,"surface",20180430,1035,41,35.897,71,22.889,"wind: SW 10 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"n",11,1,9.92,9.92,104.2,26.63,8.17,-68.5,0.62,0.31,1.14,6.44,4.95,1.42,-24.11,10.28,1.77,44.43,"rain within 24 hrs",NA,NA,NA,NA
"1091",4,"mid",20180430,1035,41,35.897,71,22.889,"wind: SW 10 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"n",11,5.5,8.61,9.6,99,28.59,8.06,-62.8,0.48,0.2,1.18,6.19,3.43,1.14,-24.06,10.06,2.07,38.79,"rain within 24 hrs",NA,NA,NA,NA
